1,-0.355534673
2,0.13217762
3,-0.842048585
4,-0.131302223
5,0.03265043
6,0.190827265
7,-0.25680709
8,-0.072149448
9,-0.156086803
10,0.065009468
11,-0.003330263
12,-0.059023393
13,-0.017556788
14,-0.06090761
15,-0.205948548
16,-0.18360047
